isqno,war,name,locn,campgn,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,is_hero,war2,war3,war4,war4_theater,dbpedia,cow_warno,cow_warname,war_initiator,parent
46,KING WILLIAM'S WAR,NEERWINDEN (LANDEN),SPANISH NETHERLANDS,FLANDERS 1693,A combination posture involving two distinct/separate postures,HD,PD,1.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,1.0,clear cut,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,1,KING WILLIAM'S WAR,KING WILLIAM'S WAR,Nine Years' War of 1688-1697,,http://dbpedia.org/resource/Battle_of_Landen,,,1,
47,KING WILLIAM'S WAR,MARSAGLIA,PIEDMONT,PIEDMONT 1693,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,2.4,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,KING WILLIAM'S WAR,KING WILLIAM'S WAR,Nine Years' War of 1688-1697,,http://dbpedia.org/resource/Battle_of_Marsaglia,,,1,
48,AUSTRO-TURKISH WAR,ZENTA,HUNGARY,HUNGARY 1697,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,1.0,clear cut,1.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,1.0,0.0,0.0,,0.0,1,"AUSTRO-TURKISH WAR, 1688-1699","AUSTRO-TURKISH WAR, 1688-1699",Great Turkish War of 1683-1699,,http://dbpedia.org/resource/Battle_of_Zenta,,,0,
49,GREAT NORTHERN WAR,POLTAVA,RUSSIA,POLTAVA,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,clear cut,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,GREAT NORTHERN WAR,GREAT NORTHERN WAR,Great Northern War of 1700-1721,,http://dbpedia.org/resource/Battle_of_Poltava,,,0,
50,WAR OF THE SPANISH SUCCESSION,BLENHEIM,BAVARIA,BLENHEIM,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,2.7,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,WAR OF THE SPANISH SUCCESSION,WAR OF THE SPANISH SUCCESSION,War of the Spanish Succession of 1701-1714,,http://dbpedia.org/resource/Battle_of_Blenheim,,,1,
51,WAR OF THE SPANISH SUCCESSION,RAMILLIES,SPANISH NETHERLANDS,RAMILLIES,A combination posture involving two distinct/separate postures,HD,PD,1.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,3.0,clear cut,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,0.0,1,WAR OF THE SPANISH SUCCESSION,WAR OF THE SPANISH SUCCESSION,War of the Spanish Succession of 1701-1714,,http://dbpedia.org/resource/Battle_of_Ramillies,,,1,
52,WAR OF THE SPANISH SUCCESSION,OUDENARDE,SPANISH NETHERLANDS,OUDENARDE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,attacker win,2.4,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,WAR OF THE SPANISH SUCCESSION,WAR OF THE SPANISH SUCCESSION,War of the Spanish Succession of 1701-1714,,http://dbpedia.org/resource/Battle_of_Oudenarde,,,1,
53,WAR OF THE SPANISH SUCCESSION,MALPLAQUET,SPANISH NETHERLANDS,MALPLAQUET,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,1.4,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WAR OF THE SPANISH SUCCESSION,WAR OF THE SPANISH SUCCESSION,War of the Spanish Succession of 1701-1714,,http://dbpedia.org/resource/Battle_of_Malplaquet,,,1,
54,AUSTRO-TURKISH WAR,PETERWARDEIN,KINGDOM OF HUNGARY,HUNGARY 1716,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,"AUSTRO-TURKISH WAR, 1716-1718","AUSTRO-TURKISH WAR, 1716-1718",Austro-Turkish War of 1716–1718,,http://dbpedia.org/resource/Battle_of_Petrovaradin,,,0,
55,WAR OF THE AUSTRIAN SUCCESSION,MOLLWITZ,SILESIA,SILESIAN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAR OF THE AUSTRIAN SUCCESSION,WAR OF THE AUSTRIAN SUCCESSION,War of the Austrian Succession of 1740-1748,,http://dbpedia.org/resource/Battle_of_Mollwitz,,,0,
56,WAR OF THE AUSTRIAN SUCCESSION,CHOTUSITZ,BOHEMIA,BOHEMIA 1742,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,clear cut,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1,WAR OF THE AUSTRIAN SUCCESSION,WAR OF THE AUSTRIAN SUCCESSION,War of the Austrian Succession of 1740-1748,,http://dbpedia.org/resource/Battle_of_Chotusitz,,,0,
57,WAR OF THE AUSTRIAN SUCCESSION,DETTINGEN,BAVARIA,DETTINGEN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,1.2,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAR OF THE AUSTRIAN SUCCESSION,WAR OF THE AUSTRIAN SUCCESSION,War of the Austrian Succession of 1740-1748,,http://dbpedia.org/resource/Battle_of_Dettingen,,,0,
58,WAR OF THE AUSTRIAN SUCCESSION,FONTENOY,AUSTRIAN NETHERLANDS,FONTENOY,A combination posture involving two distinct/separate postures,HD,PD,1.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,1,WAR OF THE AUSTRIAN SUCCESSION,WAR OF THE AUSTRIAN SUCCESSION,War of the Austrian Succession of 1740-1748,,http://dbpedia.org/resource/Battle_of_Fontenoy,,,0,
59,WAR OF THE AUSTRIAN SUCCESSION,HOHENFRIEDBERG,SILESIA,HOHENFRIEDBERG,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,Favors the attacker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,1.8,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,WAR OF THE AUSTRIAN SUCCESSION,WAR OF THE AUSTRIAN SUCCESSION,War of the Austrian Succession of 1740-1748,,http://dbpedia.org/resource/Battle_of_Hohenfriedberg,,,1,
60,WAR OF THE AUSTRIAN SUCCESSION,SOOR,SILESIA,SOOR,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors the attacker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,1.2,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAR OF THE AUSTRIAN SUCCESSION,WAR OF THE AUSTRIAN SUCCESSION,War of the Austrian Succession of 1740-1748,,http://dbpedia.org/resource/Battle_of_Soor,,,1,
61,WAR OF THE AUSTRIAN SUCCESSION,KESSELDORF,SAXONY,ELBE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors the attacker,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,2.0,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAR OF THE AUSTRIAN SUCCESSION,WAR OF THE AUSTRIAN SUCCESSION,War of the Austrian Succession of 1740-1748,,http://dbpedia.org/resource/Battle_of_Kesselsdorf,,,1,
62,JACOBITE REBELLION,PRESTONPANS,SCOTLAND,PRESTONPANS,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,1.0,,0.0,0.0,0.0,2.0,0.0,3.0,attacker win,1.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1,JACOBITE REBELLION,JACOBITE REBELLION,Jacobite Rising of 1745,,http://dbpedia.org/resource/Battle_of_Prestonpans,,,0,
63,JACOBITE REBELLION,CULLODEN,SCOTLAND,CULLODEN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,JACOBITE REBELLION,JACOBITE REBELLION,Jacobite Rising of 1745,,http://dbpedia.org/resource/Battle_of_Culloden,,,0,
64,THE SEVEN YEAR'S WAR,LOBOSITZ,BOHEMIA,PIRNA-LOBOSITZ,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,2.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Lobositz,,,1,
65,THE SEVEN YEAR'S WAR,PRAGUE,BOHEMIA,BOHEMIA 1757,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,1.6,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Prague_(1757),,,1,
66,THE SEVEN YEAR'S WAR,PLASSEY,BENGAL,W BENGAL,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",,,,0.0,0.0,0.0,0.0,0.0,0.0,,,clear cut,,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Plassey,,,0,
67,THE SEVEN YEAR'S WAR,KOLIN,BOHEMIA,BOHEMIA 1757,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Kolín,,,1,
68,THE SEVEN YEAR'S WAR,HASTENBECK,HONAOVER,HASTENBECK,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,attacker win,1.0,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Hastenbeck,,,0,
69,THE SEVEN YEAR'S WAR,ROSSBACH,SAXONY,ROSSBACH,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,,,,,0.0,0.0,0.0,,0.0,,,,clear cut,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Rossbach,,,0,
70,THE SEVEN YEAR'S WAR,LEUTHEN,SILESIA,LEUTHEN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Somwhat favors the attacker,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,3.2,clear cut,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Leuthen,,,1,
71,THE SEVEN YEAR'S WAR,CREFELD,WESTPHALIA,RHINELAND 1758,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,Favors neither side,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,5.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Krefeld,,,1,
72,THE SEVEN YEAR'S WAR,ZORNDORF,PRUSSIA,ZORNDORF,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,1.0,not clear cut,1.0,,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Zorndorf,,,1,
73,THE SEVEN YEAR'S WAR,HOCHKIRCH,SAXONY,HOCHKIRK,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,1.5,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Hochkirch,,,0,
74,THE SEVEN YEAR'S WAR,BERGEN,RHINELAND,BERGEN,A combination posture involving two distinct/separate postures,HD,PD,1.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,not clear cut,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Bergen_(1759),,,1,
75,THE SEVEN YEAR'S WAR,MINDEN,RHINELAND,MINDEN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,2.0,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Minden,,,1,
76,THE SEVEN YEAR'S WAR,KUNERSDORF,PRUSSIA,KUNERSDORF,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Kunersdorf,,,1,
77,THE SEVEN YEAR'S WAR,PLAINS OF ABRAHAM (QUEBEC),CANADA,QUEBEC,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_the_Plains_of_Abraham,,,0,
78,THE SEVEN YEAR'S WAR,MAXEN,SAXONY,MAXEN,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,attacker win,,clear cut,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Maxen,,,0,
79,THE SEVEN YEAR'S WAR,WARBURG,WESTPHALIA,HONOVER 1760,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,7.0,clear cut,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Warburg,,,1,
80,THE SEVEN YEAR'S WAR,LIEGNITZ,SILESIA,SILESIA 1760,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Liegnitz_(1760),,,0,
81,THE SEVEN YEAR'S WAR,TORGAU,SILESIA,SILESIA 1760,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,2.0,clear cut,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,THE SEVEN YEAR'S WAR,THE SEVEN YEAR'S WAR,Seven Years' War of 1754-1763,,http://dbpedia.org/resource/Battle_of_Torgau,,,1,
82,AMERICAN REVOLUTION,BUNKER HILL,MASSACHUSETTS,SIEGE OF BOSTON,A combination posture involving two distinct/separate postures,HD,PD,1.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,attacker win,2.0,clear cut,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,AMERICAN REVOLUTION,AMERICAN REVOLUTION,American Revolutionary War of 1775-1783,,http://dbpedia.org/resource/Battle_of_Bunker_Hill,,,1,
83,AMERICAN REVOLUTION,QUEBEC,CANADA,CANADA INVASION 1775-76,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1,AMERICAN REVOLUTION,AMERICAN REVOLUTION,American Revolutionary War of 1775-1783,,http://dbpedia.org/resource/Battle_of_Quebec_(1775),,,0,
84,AMERICAN REVOLUTION,WHITE PLAINS,NEW YORK,NEW YORK 1776,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors the attacker,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,attacker win,0.6,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN REVOLUTION,AMERICAN REVOLUTION,American Revolutionary War of 1775-1783,,http://dbpedia.org/resource/Battle_of_White_Plains,,,1,
85,AMERICAN REVOLUTION,TRENTON,NEW JERSEY,NEW JERSEY 1776-77,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,attacker win,0.9,clear cut,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1,AMERICAN REVOLUTION,AMERICAN REVOLUTION,American Revolutionary War of 1775-1783,,http://dbpedia.org/resource/Battle_of_Trenton,,,0,
86,AMERICAN REVOLUTION,PRINCETON,NEW JERSEY,NEW JERSEY 1776-77,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,attacker win,1.5,clear cut,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,AMERICAN REVOLUTION,AMERICAN REVOLUTION,American Revolutionary War of 1775-1783,,http://dbpedia.org/resource/Battle_of_Princeton,,,0,
87,AMERICAN REVOLUTION,FREEMAN'S FARM,NEW YORK,SARATOGA,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,0.0,0.0,,0.0,0.0,draw,1.0,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,AMERICAN REVOLUTION,AMERICAN REVOLUTION,American Revolutionary War of 1775-1783,,http://dbpedia.org/resource/Battles_of_Saratoga,,,1,
88,AMERICAN REVOLUTION,GERMANTOWN,PENNSYLVANIA,PHILADELPHIA 1777-78,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,Favors neither side,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1,AMERICAN REVOLUTION,AMERICAN REVOLUTION,American Revolutionary War of 1775-1783,,http://dbpedia.org/resource/Battle_of_Germantown,,,0,
89,AMERICAN REVOLUTION,BEMIS HEIGHTS,NEW YORK,SARATOGA,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,,0.0,0.0,0.0,1.0,,,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1,AMERICAN REVOLUTION,AMERICAN REVOLUTION,American Revolutionary War of 1775-1783,,http://dbpedia.org/resource/Battles_of_Saratoga,,,1,
